PCTimeStamp,OEM Power 2MW (kW),OEM Power 1.8MW (kW),Average of Power,Average of WindSpeed
2023-04-23 00:20:00,81,81,38.6,4
2023-04-23 00:30:00,181,181,55.4,4.5
2023-04-23 00:40:00,81,81,17.2,3.9
2023-04-23 00:50:00,81,81,16.7,3.9
2023-04-23 01:00:00,81,81,28.3,4.3
2023-04-23 01:10:00,81,81,30.2,4.1
2023-04-23 01:20:00,81,81,19.6,3.8
2023-04-23 01:30:00,181,181,70.5,4.5
2023-04-23 01:40:00,81,81,57.1,4.4
2023-04-23 01:50:00,0,0,0,2.9
2023-04-23 02:00:00,0,0,0,2.8
2023-04-23 02:10:00,0,0,0,2.8
2023-04-23 02:20:00,0,0,0,2.9
2023-04-23 02:30:00,0,0,0,3.2
2023-04-23 02:40:00,0,0,0,2.6
2023-04-23 02:50:00,0,0,0,2.6
2023-04-23 03:00:00,0,0,0,2.7
2023-04-23 03:10:00,0,0,0,2.9
2023-04-23 03:20:00,81,81,14,3.5
2023-04-23 03:30:00,181,181,114.6,4.9
2023-04-23 03:40:00,181,181,77.6,4.6
2023-04-23 03:50:00,181,181,114.1,4.8
2023-04-23 04:00:00,81,81,54.6,4.4
2023-04-23 04:10:00,81,81,29,4.1
2023-04-23 04:20:00,181,181,87.5,4.5
2023-04-23 04:30:00,181,181,105.3,4.8
2023-04-23 04:40:00,181,181,95.5,4.8
2023-04-23 04:50:00,81,81,66.3,4.3
2023-04-23 05:00:00,81,81,72.6,4.4
2023-04-23 05:10:00,181,181,151.1,5
2023-04-23 05:20:00,181,181,160.5,5
2023-04-23 05:30:00,181,181,91.2,4.5
2023-04-23 05:40:00,81,81,23.2,3.8
2023-04-23 05:50:00,81,81,2.7,3.5
2023-04-23 06:00:00,0,0,0,3.1
2023-04-23 06:10:00,0,0,0,2.5
2023-04-23 06:20:00,0,0,0,2.1
2023-04-23 06:30:00,0,0,0,1.8
2023-04-23 06:40:00,0,0,0,1.6
2023-04-23 06:50:00,0,0,0,2
2023-04-23 07:00:00,0,0,0,1.9
2023-04-23 07:10:00,0,0,0,2.4
2023-04-23 07:20:00,0,0,0,2.5
2023-04-23 07:30:00,0,0,0,2.6
2023-04-23 07:40:00,0,0,0,2.6
2023-04-23 07:50:00,0,0,0,3
2023-04-23 08:00:00,0,0,0,3.2
2023-04-23 08:10:00,0,0,0,3
2023-04-23 08:20:00,0,0,0,2.9
2023-04-23 08:30:00,0,0,0,3
2023-04-23 08:40:00,0,0,0,3
2023-04-23 08:50:00,0,0,0,2.6
2023-04-23 09:00:00,0,0,0,2.6
2023-04-23 09:10:00,0,0,0,2.6
2023-04-23 09:20:00,0,0,0,2.6
2023-04-23 09:30:00,0,0,0,2.8
2023-04-23 09:40:00,0,0,0,2.9
2023-04-23 09:50:00,0,0,0,3.1
2023-04-23 10:00:00,0,0,0,3.3
2023-04-23 10:10:00,0,0,0,3.2
2023-04-23 10:20:00,0,0,0,2.9
2023-04-23 10:30:00,0,0,0,2.6
2023-04-23 10:40:00,0,0,0,2.9
2023-04-23 10:50:00,0,0,0,3
2023-04-23 11:00:00,0,0,0,2.9
2023-04-23 11:10:00,0,0,0,2.9
2023-04-23 11:20:00,0,0,0,3.2
2023-04-23 11:30:00,0,0,0,3.2
2023-04-23 11:40:00,0,0,0,3.1
2023-04-23 11:50:00,81,81,4.9,3.5
2023-04-23 12:00:00,0,0,0,3.4
2023-04-23 12:10:00,0,0,0,3.4
2023-04-23 12:20:00,0,0,0,3.4
2023-04-23 12:30:00,81,81,23.3,3.7
2023-04-23 12:40:00,81,81,45.2,3.9
2023-04-23 12:50:00,81,81,68,4.1
2023-04-23 13:00:00,81,81,3.3,3.5
2023-04-23 13:10:00,0,0,0,3.4
2023-04-23 13:20:00,0,0,0,2.8
2023-04-23 13:30:00,0,0,0,2.6
2023-04-23 13:40:00,0,0,0,2.6
2023-04-23 13:50:00,0,0,0,2.3
2023-04-23 14:00:00,0,0,0,2.2
2023-04-23 14:10:00,0,0,0,2.3
2023-04-23 14:20:00,0,0,0,2.1
2023-04-23 14:30:00,0,0,0,2.2
2023-04-23 14:40:00,0,0,0,2.3
2023-04-23 14:50:00,0,0,0,2.3
2023-04-23 15:00:00,0,0,0,3.1
2023-04-23 15:10:00,0,0,0,2.8
2023-04-23 15:20:00,0,0,0,2.8
2023-04-23 15:30:00,0,0,0,2.2
2023-04-23 15:40:00,0,0,0,2.5
2023-04-23 15:50:00,0,0,0,2.2
2023-04-23 16:00:00,0,0,0,2.6
2023-04-23 16:10:00,0,0,0,2
2023-04-23 16:20:00,0,0,0,1.8
2023-04-23 16:30:00,0,0,0,1.6
2023-04-23 16:40:00,0,0,0,2.1
2023-04-23 16:50:00,0,0,0,2.5
2023-04-23 17:00:00,0,0,0,2.4
2023-04-23 17:10:00,0,0,0,2.2
2023-04-23 17:20:00,0,0,0,2.3
2023-04-23 17:30:00,0,0,0,2.2
2023-04-23 17:40:00,0,0,0,2.6
2023-04-23 17:50:00,0,0,0,2.9
2023-04-23 18:00:00,0,0,0,2.5
2023-04-23 18:10:00,0,0,0,2.7
2023-04-23 18:20:00,0,0,0,3
2023-04-23 18:30:00,0,0,0,3.3
2023-04-23 18:40:00,0,0,1.1,3.4
2023-04-23 18:50:00,0,0,0,3
2023-04-23 19:00:00,0,0,0,2.9
2023-04-23 19:10:00,0,0,0,2.9
2023-04-23 19:20:00,0,0,0,2.7
2023-04-23 19:30:00,0,0,0,2.5
2023-04-23 19:40:00,0,0,0,2.7
2023-04-23 19:50:00,0,0,0,2.4
2023-04-23 20:00:00,0,0,0,2.2
2023-04-23 20:10:00,0,0,0,2.2
2023-04-23 20:20:00,0,0,0,1.6
2023-04-23 20:30:00,0,0,0,2.3
2023-04-23 20:40:00,0,0,0,2.5
2023-04-23 20:50:00,0,0,0,2.4
2023-04-23 21:00:00,0,0,0,2.3
2023-04-23 21:10:00,0,0,0,2.3
2023-04-23 21:20:00,0,0,0,2.1
2023-04-23 21:30:00,0,0,0,2.4
2023-04-23 21:40:00,0,0,0,1.9
2023-04-23 21:50:00,0,0,0,2.4
2023-04-23 22:00:00,0,0,0,3.1
2023-04-23 22:10:00,0,0,0,3
2023-04-23 22:20:00,0,0,0,3.1
2023-04-23 22:30:00,0,0,0,2.7
2023-04-23 22:40:00,0,0,0,2.8
2023-04-23 22:50:00,0,0,0,3
2023-04-23 23:00:00,0,0,0,3.1
2023-04-23 23:10:00,0,0,0,3.3
2023-04-23 23:20:00,0,0,0,3.2
2023-04-23 23:30:00,0,0,0,3.3
2023-04-23 23:40:00,0,0,0,3.4
2023-04-23 23:50:00,0,0,0,3.2
2023-04-24 00:00:00,0,0,0,3.4
2023-04-24 00:10:00,0,0,0,3.2
2023-04-24 00:20:00,0,0,0,3.2
2023-04-24 00:30:00,0,0,0,3.2
2023-04-24 00:40:00,0,0,0,2.8
2023-04-24 00:50:00,0,0,0,2.9
2023-04-24 01:00:00,0,0,0,2.9
2023-04-24 01:10:00,0,0,0,2.7
2023-04-24 01:20:00,0,0,0,3
2023-04-24 01:30:00,81,81,0,3.6
2023-04-24 01:40:00,81,81,0,3.6
2023-04-24 01:50:00,0,0,0,3.2
2023-04-24 02:00:00,0,0,0,3.3
2023-04-24 02:10:00,81,81,15.9,3.7
2023-04-24 02:20:00,81,81,41.6,3.8
2023-04-24 02:30:00,81,81,4,3.5
2023-04-24 02:40:00,0,0,2.9,3.1
2023-04-24 02:50:00,0,0,0,2.3
2023-04-24 03:00:00,0,0,0,2
2023-04-24 03:10:00,0,0,0,2.6
2023-04-24 03:20:00,0,0,0,2.5
2023-04-24 03:30:00,81,81,28.4,3.8
2023-04-24 03:40:00,181,181,91,4.8
2023-04-24 03:50:00,81,81,18.6,4
2023-04-24 04:00:00,0,0,0,2.8
2023-04-24 04:10:00,81,81,0,3.6
2023-04-24 04:20:00,81,81,14.7,3.9
2023-04-24 04:30:00,181,181,80.7,4.7
2023-04-24 04:40:00,81,81,91.3,4.4
2023-04-24 04:50:00,81,81,77.3,4.3
2023-04-24 05:00:00,181,181,117.6,4.6
2023-04-24 05:10:00,81,81,34.9,3.9
2023-04-24 05:20:00,81,81,33.8,3.7
2023-04-24 05:30:00,0,0,0,3.2
2023-04-24 05:40:00,0,0,0,2.7
2023-04-24 05:50:00,0,0,0,1.9
2023-04-24 06:00:00,0,0,0,1.9
2023-04-24 06:10:00,0,0,0,2.5
2023-04-24 06:20:00,0,0,0,2.6
2023-04-24 06:30:00,0,0,0,2.8
2023-04-24 06:40:00,181,181,132.7,4.9
2023-04-24 06:50:00,181,181,190.4,5.4
2023-04-24 07:00:00,181,181,114.9,4.8
2023-04-24 07:10:00,81,81,39.8,4.2
2023-04-24 07:20:00,81,81,5,3.9
2023-04-24 07:30:00,81,81,37.4,4
2023-04-24 07:40:00,0,0,9.1,3.4
2023-04-24 07:50:00,0,0,0,2.9
2023-04-24 08:00:00,0,0,0,3
2023-04-24 08:10:00,0,0,0,3.3
2023-04-24 08:20:00,0,0,0,3.3
2023-04-24 08:30:00,0,0,0,3.2
2023-04-24 08:40:00,0,0,0,2.9
2023-04-24 08:50:00,0,0,0,2.4
2023-04-24 09:00:00,0,0,0,2.2
2023-04-24 09:10:00,0,0,0,2.4
2023-04-24 09:20:00,0,0,0,1.8
2023-04-24 09:30:00,0,0,0,2.9
2023-04-24 09:40:00,0,0,0,2.1
2023-04-24 09:50:00,0,0,0,2.5
2023-04-24 10:00:00,0,0,0,2.8
2023-04-24 10:10:00,0,0,0,2.6
2023-04-24 10:20:00,0,0,0,2.2
2023-04-24 10:30:00,0,0,0,2.1
2023-04-24 10:40:00,0,0,0,1.4
2023-04-24 10:50:00,0,0,0,1.4
2023-04-24 11:00:00,0,0,0,1.6
2023-04-24 11:10:00,0,0,0,1.9
2023-04-24 11:20:00,0,0,0,1.7
2023-04-24 11:30:00,0,0,0,1.5
2023-04-24 11:40:00,0,0,0,2
2023-04-24 11:50:00,0,0,0,2
2023-04-24 12:00:00,0,0,0,2.8
2023-04-24 12:10:00,0,0,0,2.5
2023-04-24 12:20:00,0,0,0,2.4
2023-04-24 12:30:00,0,0,0,2.2
2023-04-24 12:40:00,0,0,0,2.3
2023-04-24 12:50:00,0,0,0,2.4
2023-04-24 13:00:00,0,0,0,2.3
2023-04-24 13:10:00,0,0,0,2.3
2023-04-24 13:20:00,0,0,0,2.5
2023-04-24 13:30:00,0,0,0,2.7
2023-04-24 13:40:00,0,0,0,2.6
2023-04-24 13:50:00,0,0,0,2.6
2023-04-24 14:00:00,0,0,0,2.7
2023-04-24 14:10:00,0,0,0,2.7
2023-04-24 14:20:00,0,0,0,2.2
2023-04-24 14:30:00,0,0,0,2.3
2023-04-24 14:40:00,0,0,0,2.8
2023-04-24 14:50:00,0,0,0,2.9
2023-04-24 15:00:00,0,0,0,3.3
2023-04-24 15:10:00,0,0,0,3.3
2023-04-24 15:20:00,81,81,27.2,3.6
2023-04-24 15:30:00,0,0,17.1,3.4
2023-04-24 15:40:00,81,81,29.1,3.7
2023-04-24 15:50:00,81,81,71.9,3.8
2023-04-24 16:00:00,81,81,42.6,3.6
2023-04-24 16:10:00,81,81,30,3.7
2023-04-24 16:20:00,81,81,49.8,3.9
2023-04-24 16:30:00,81,81,37.7,3.8
2023-04-24 16:40:00,81,81,51.9,3.9
2023-04-24 16:50:00,81,81,58.6,4
2023-04-24 17:00:00,81,81,32.2,3.8
2023-04-24 17:10:00,81,81,40.7,3.7
2023-04-24 17:20:00,81,81,83.4,4.2
2023-04-24 17:30:00,81,81,70.8,4
2023-04-24 17:40:00,81,81,74.2,4.2
2023-04-24 17:50:00,81,81,70.9,4
2023-04-24 18:00:00,81,81,52.7,3.7
2023-04-24 18:10:00,81,81,54.8,3.8
2023-04-24 18:20:00,81,81,59.2,4
2023-04-24 18:30:00,81,81,28.4,3.5
2023-04-24 18:40:00,81,81,27.2,3.6
2023-04-24 18:50:00,81,81,17.7,3.5
2023-04-24 19:00:00,81,81,66.9,4
2023-04-24 19:10:00,0,0,7.8,3.4
2023-04-24 19:20:00,0,0,7,3.2
2023-04-24 19:30:00,0,0,0.3,3.2
2023-04-24 19:40:00,0,0,0,3
2023-04-24 19:50:00,0,0,0,3
2023-04-24 20:00:00,0,0,0,2.5
2023-04-24 20:10:00,0,0,0,2.6
2023-04-24 20:20:00,0,0,0,2.6
2023-04-24 20:30:00,0,0,0,2.2
2023-04-24 20:40:00,0,0,0,2.2
2023-04-24 20:50:00,0,0,0,2.7
2023-04-24 21:00:00,0,0,0,2.5
2023-04-24 21:10:00,0,0,0,3
2023-04-24 21:20:00,0,0,0,3
2023-04-24 21:30:00,0,0,0,3.3
2023-04-24 21:40:00,0,0,0,3.1
2023-04-24 21:50:00,0,0,0,2.9
2023-04-24 22:00:00,0,0,0,2.6
2023-04-24 22:10:00,0,0,0,2.4
2023-04-24 22:20:00,0,0,0,2.1
2023-04-24 22:30:00,0,0,0,1.9
2023-04-24 22:40:00,0,0,0,1.6
2023-04-24 22:50:00,0,0,0,1.4
2023-04-24 23:00:00,0,0,0,1.7
2023-04-24 23:10:00,0,0,0,1.9
2023-04-24 23:20:00,0,0,0,1.7
2023-04-24 23:30:00,0,0,0,1.1
2023-04-24 23:40:00,0,0,0,0.8
2023-04-24 23:50:00,0,0,0,2.4
2023-04-25 00:00:00,0,0,0,2.8
2023-04-25 00:10:00,0,0,0,2.8
2023-04-25 00:20:00,0,0,0,2.4
2023-04-25 00:30:00,0,0,0,1.5
2023-04-25 00:40:00,0,0,0,1.3
2023-04-25 00:50:00,0,0,0,1.5
2023-04-25 01:00:00,0,0,0,1.5
2023-04-25 01:10:00,0,0,0,2.1
2023-04-25 01:20:00,0,0,0,2.4
2023-04-25 01:30:00,0,0,0,2.7
2023-04-25 01:40:00,0,0,0,1.9
2023-04-25 01:50:00,0,0,0,1.4
2023-04-25 02:00:00,0,0,0,1.6
2023-04-25 02:10:00,0,0,0,1
2023-04-25 02:20:00,0,0,0,1.4
2023-04-25 02:30:00,0,0,0,1.3
2023-04-25 02:40:00,0,0,0,1.4
2023-04-25 02:50:00,0,0,0,1.4
2023-04-25 03:00:00,0,0,0,1.2
2023-04-25 03:10:00,0,0,0,1.1
2023-04-25 03:20:00,0,0,0,1.2
2023-04-25 03:30:00,0,0,0,1.3
2023-04-25 03:40:00,0,0,0,1.3
2023-04-25 03:50:00,0,0,0,1.6
2023-04-25 04:00:00,0,0,0,2.3
2023-04-25 04:10:00,0,0,0,2.3
2023-04-25 04:20:00,0,0,0,2.4
2023-04-25 04:30:00,0,0,0,2.3
2023-04-25 04:40:00,0,0,0,2.2
2023-04-25 04:50:00,0,0,0,2.3
2023-04-25 05:00:00,0,0,0,2.1
2023-04-25 05:10:00,0,0,0,2.4
2023-04-25 05:20:00,0,0,0,1.9
2023-04-25 05:30:00,0,0,0,2.3
2023-04-25 05:40:00,0,0,0,2.6
2023-04-25 05:50:00,0,0,0,2.4
2023-04-25 06:00:00,0,0,0,1.9
2023-04-25 06:10:00,0,0,0,1.9
2023-04-25 06:20:00,0,0,0,1.6
2023-04-25 06:30:00,0,0,0,2.4
2023-04-25 06:40:00,0,0,0,2.4
2023-04-25 06:50:00,0,0,0,2.5
2023-04-25 07:00:00,0,0,0,2.3
2023-04-25 07:10:00,0,0,0,2.5
2023-04-25 07:20:00,0,0,0,2.5
2023-04-25 07:30:00,0,0,0,2.4
2023-04-25 07:40:00,0,0,0,2.1
2023-04-25 07:50:00,0,0,0,2.1
2023-04-25 08:00:00,0,0,0,1.8
2023-04-25 08:10:00,0,0,0,2
2023-04-25 08:20:00,0,0,0,2.1
2023-04-25 08:30:00,0,0,0,1.9
2023-04-25 08:40:00,0,0,0,2.4
2023-04-25 08:50:00,0,0,0,3
2023-04-25 09:00:00,0,0,0,2.7
2023-04-25 09:10:00,0,0,0,2.4
2023-04-25 09:20:00,0,0,0,2.8
2023-04-25 09:30:00,0,0,0,2.8
2023-04-25 09:40:00,0,0,0,2.9
2023-04-25 09:50:00,0,0,0,2.8
2023-04-25 10:00:00,0,0,0,3.1
2023-04-25 10:10:00,0,0,0,2.4
2023-04-25 10:20:00,0,0,0,2.7
2023-04-25 10:30:00,0,0,0,2.6
2023-04-25 10:40:00,0,0,0,2.5
2023-04-25 10:50:00,0,0,0,2.3
2023-04-25 11:00:00,0,0,0,2.2
2023-04-25 11:10:00,0,0,0,2.4
2023-04-25 11:20:00,0,0,0,2.3
2023-04-25 11:30:00,0,0,0,2.3
2023-04-25 11:40:00,0,0,0,1.9
2023-04-25 11:50:00,0,0,0,2.2
2023-04-25 12:00:00,0,0,0,2.6
2023-04-25 12:10:00,0,0,0,2.5
2023-04-25 12:20:00,0,0,0,2.7
2023-04-25 12:30:00,0,0,0,2.5
2023-04-25 12:40:00,0,0,0,2.3
2023-04-25 12:50:00,0,0,0,2.4
2023-04-25 13:00:00,0,0,0,2.1
2023-04-25 13:10:00,0,0,0,2
2023-04-25 13:20:00,0,0,0,2.1
2023-04-25 13:30:00,0,0,0,2.1
2023-04-25 13:40:00,0,0,0,2.6
2023-04-25 13:50:00,0,0,0,2.5
2023-04-25 14:00:00,0,0,0,2.3
2023-04-25 14:10:00,0,0,0,2.6
2023-04-25 14:20:00,0,0,0,2.3
2023-04-25 14:30:00,0,0,0,2.4
2023-04-25 14:40:00,0,0,0,2.9
2023-04-25 14:50:00,0,0,0,2.8
2023-04-25 15:00:00,0,0,0,2.2
2023-04-25 15:10:00,0,0,0,2.6
2023-04-25 15:20:00,0,0,0,2.6
2023-04-25 15:30:00,0,0,0,2.5
2023-04-25 15:40:00,0,0,0,2.2
2023-04-25 15:50:00,0,0,0,2
2023-04-25 16:00:00,0,0,0,2.9
2023-04-25 16:10:00,0,0,0,2.6
2023-04-25 16:20:00,81,81,47.1,3.8
2023-04-25 16:30:00,0,0,2.3,3
2023-04-25 16:40:00,81,81,19.8,4
2023-04-25 16:50:00,81,81,5.8,3.5
2023-04-25 17:00:00,0,0,0,2.8
2023-04-25 17:10:00,0,0,1.8,3
2023-04-25 17:20:00,81,81,34.5,3.8
2023-04-25 17:30:00,328,328,315.9,6
2023-04-25 17:40:00,328,328,304.3,5.7
2023-04-25 17:50:00,181,181,234.7,5.2
2023-04-25 18:00:00,181,181,182.3,4.9
2023-04-25 18:10:00,328,328,325.9,6
2023-04-25 18:20:00,181,181,111.8,4.5
2023-04-25 18:30:00,328,328,242.4,5.5
2023-04-25 18:40:00,81,81,98.4,4.3
2023-04-25 18:50:00,181,181,180.7,5
2023-04-25 19:00:00,535,535,548.2,6.8
2023-04-25 19:10:00,810,810,810.3,7.7
2023-04-25 19:20:00,810,810,786.8,7.8
2023-04-25 19:30:00,810,810,727.6,7.5
2023-04-25 19:40:00,810,810,856.5,8
2023-04-25 19:50:00,1145,1145,1240.5,9.1
2023-04-25 20:00:00,810,810,875.4,7.9
2023-04-25 20:10:00,535,535,518.3,6.7
2023-04-25 20:20:00,1145,1145,997.3,8.5
2023-04-25 20:30:00,810,810,761.6,7.7
2023-04-25 20:40:00,328,328,332.5,6.1
2023-04-25 20:50:00,181,181,157.1,4.9
2023-04-25 21:00:00,181,181,199.7,5.2
2023-04-25 21:10:00,328,328,396.7,6.2
2023-04-25 21:20:00,535,535,426.1,6.5
2023-04-25 21:30:00,328,328,313.1,5.9
2023-04-25 21:40:00,328,328,255.5,5.6
2023-04-25 21:50:00,328,328,306.5,5.8
2023-04-25 22:00:00,328,328,284,5.6
2023-04-25 22:10:00,181,181,121.8,4.5
2023-04-25 22:20:00,81,81,70.6,4.2
2023-04-25 22:30:00,81,81,3.1,4
2023-04-25 22:40:00,181,181,126.9,4.6
2023-04-25 22:50:00,81,81,51.4,4
2023-04-25 23:00:00,81,81,13.6,3.9
2023-04-25 23:10:00,0,0,0,3.4
2023-04-25 23:20:00,81,81,0,3.6
2023-04-25 23:30:00,81,81,24.9,3.8
2023-04-25 23:40:00,81,81,90.2,4.4
2023-04-25 23:50:00,81,81,15,3.7
2023-04-26 00:00:00,81,81,0,3.5
2023-04-26 00:10:00,0,0,0,3.2
2023-04-26 00:20:00,0,0,0,3.3
2023-04-26 00:30:00,0,0,0,3.3
2023-04-26 00:40:00,81,81,0,3.5
2023-04-26 00:50:00,81,81,10.6,3.5
2023-04-26 01:00:00,81,81,18.5,3.7
2023-04-26 01:10:00,81,81,45.7,3.9
2023-04-26 01:20:00,81,81,59,4
2023-04-26 01:30:00,181,181,159.7,4.9
2023-04-26 01:40:00,181,181,241.2,5.4
2023-04-26 01:50:00,328,328,233,5.5
2023-04-26 02:00:00,181,181,126.6,4.6
2023-04-26 02:10:00,181,181,104.1,4.5
2023-04-26 02:20:00,81,81,71.7,4.1
2023-04-26 02:30:00,81,81,26.8,3.6
2023-04-26 02:40:00,81,81,0,3.6
2023-04-26 02:50:00,81,81,0,3.5
2023-04-26 03:00:00,81,81,0,3.5
2023-04-26 03:10:00,81,81,15.3,3.6
2023-04-26 03:20:00,0,0,0,3
2023-04-26 03:30:00,0,0,0,3.3
2023-04-26 03:40:00,0,0,0,3.1
2023-04-26 03:50:00,0,0,0,3.4
2023-04-26 04:00:00,81,81,22.7,3.8
2023-04-26 04:10:00,81,81,71.7,4.4
2023-04-26 04:20:00,81,81,5.2,3.5
2023-04-26 04:30:00,81,81,52.6,4.1
2023-04-26 04:40:00,81,81,58.7,4.1
2023-04-26 04:50:00,181,181,134.3,4.9
2023-04-26 05:00:00,81,81,37.9,4.1
2023-04-26 05:10:00,81,81,87.1,4.4
2023-04-26 05:20:00,81,81,23.9,3.9
2023-04-26 05:30:00,81,81,15.3,3.7
2023-04-26 05:40:00,81,81,59.5,4.2
2023-04-26 05:50:00,81,81,57.7,4.1
2023-04-26 06:00:00,81,81,29.6,3.7
2023-04-26 06:10:00,181,181,80.6,4.6
2023-04-26 06:20:00,81,81,19.8,3.6
2023-04-26 06:30:00,0,0,0,3.3
2023-04-26 06:40:00,81,81,19.2,3.9
2023-04-26 06:50:00,81,81,12.1,3.9
2023-04-26 07:00:00,181,181,93.6,4.6
2023-04-26 07:10:00,81,81,85.8,4.3
2023-04-26 07:20:00,81,81,62.8,4.2
2023-04-26 07:30:00,181,181,177.5,5
2023-04-26 07:40:00,181,181,107.4,4.5
2023-04-26 07:50:00,81,81,45.3,4
2023-04-26 08:00:00,81,81,24.6,3.9
2023-04-26 08:10:00,81,81,21.4,3.9
2023-04-26 08:20:00,81,81,48.9,4.1
2023-04-26 08:30:00,0,0,0,3.2
2023-04-26 08:40:00,0,0,0,3.3
2023-04-26 08:50:00,0,0,0,3.4
2023-04-26 09:00:00,0,0,0,3.2
2023-04-26 09:10:00,0,0,0,3.2
2023-04-26 09:20:00,81,81,86.7,4.2
2023-04-26 09:30:00,181,181,159.8,4.9
2023-04-26 09:40:00,328,328,293.6,5.8
2023-04-26 09:50:00,328,328,311.6,5.9
2023-04-26 10:00:00,328,328,308.7,5.8
2023-04-26 10:10:00,328,328,72.5,5.8
2023-04-26 10:20:00,328,328,0,5.6
2023-04-26 10:30:00,328,328,0,5.5
2023-04-26 10:40:00,181,181,0,5.3
2023-04-26 10:50:00,328,328,0,6
2023-04-26 11:00:00,181,181,0,5.2
2023-04-26 11:10:00,181,181,0,4.8
2023-04-26 11:20:00,181,181,0,5.2
2023-04-26 11:30:00,181,181,0,5.4
2023-04-26 11:40:00,181,181,0,5.1
2023-04-26 11:50:00,181,181,0,5.4
2023-04-26 12:00:00,181,181,0,5.3
2023-04-26 12:10:00,81,81,0,4.2
2023-04-26 12:20:00,181,181,0,5
2023-04-26 12:30:00,181,181,77.4,5.2
2023-04-26 12:40:00,181,181,210.1,5.2
2023-04-26 12:50:00,81,81,84.3,4.3
2023-04-26 13:00:00,181,181,172.5,5.1
2023-04-26 13:10:00,181,181,174.9,5.2
2023-04-26 13:20:00,181,181,187.9,5
2023-04-26 13:30:00,181,181,185,5
2023-04-26 13:40:00,181,181,199.3,5.2
2023-04-26 13:50:00,181,181,165.4,5.3
2023-04-26 14:00:00,181,181,130.4,4.6
2023-04-26 14:10:00,181,181,142.8,4.8
2023-04-26 14:20:00,181,181,159.7,5
2023-04-26 14:30:00,181,181,144,4.9
2023-04-26 14:40:00,181,181,194.8,5.1
2023-04-26 14:50:00,181,181,155.1,4.9
2023-04-26 15:00:00,181,181,111.2,4.7
2023-04-26 15:10:00,181,181,194,5.1
2023-04-26 15:20:00,181,181,124.6,4.7
2023-04-26 15:30:00,181,181,118.7,4.5
2023-04-26 15:40:00,181,181,131.2,4.7
2023-04-26 15:50:00,81,81,88.9,4.3
2023-04-26 16:00:00,181,181,146.9,4.8
2023-04-26 16:10:00,81,81,93.4,4.4
2023-04-26 16:20:00,181,181,95.8,4.5
2023-04-26 16:30:00,181,181,101.7,4.6
2023-04-26 16:40:00,81,81,101.1,4.4
2023-04-26 16:50:00,0,0,0,3.4
2023-04-26 17:00:00,81,81,74.8,4.3
2023-04-26 17:10:00,81,81,19.6,3.8
2023-04-26 17:20:00,81,81,31.6,3.9
2023-04-26 17:30:00,81,81,21,3.9
2023-04-26 17:40:00,81,81,1.8,3.9
2023-04-26 17:50:00,81,81,33.2,4
2023-04-26 18:00:00,0,0,0,3.2
2023-04-26 18:10:00,81,81,3.9,3.9
2023-04-26 18:20:00,81,81,0.6,3.6
2023-04-26 18:30:00,81,81,0.5,3.6
2023-04-26 18:40:00,81,81,35,3.7
2023-04-26 18:50:00,81,81,57.3,4.1
2023-04-26 19:00:00,81,81,67.2,4.2
2023-04-26 19:10:00,81,81,67.3,4.3
2023-04-26 19:20:00,81,81,15.6,3.7
2023-04-26 19:30:00,81,81,5.5,3.6
2023-04-26 19:40:00,0,0,0,3.3
2023-04-26 19:50:00,0,0,0,3.4
2023-04-26 20:00:00,0,0,0,3.2
2023-04-26 20:10:00,0,0,0,2.9
2023-04-26 20:20:00,0,0,0,2.2
2023-04-26 20:30:00,0,0,0,2.3
2023-04-26 20:40:00,0,0,0,1.8
2023-04-26 20:50:00,0,0,0,1.6
2023-04-26 21:00:00,0,0,0,1.9
2023-04-26 21:10:00,0,0,0,1
2023-04-26 21:20:00,0,0,0,1.1
2023-04-26 21:30:00,0,0,0,1.6
2023-04-26 21:40:00,0,0,0,1.5
2023-04-26 21:50:00,0,0,0,1.5
2023-04-26 22:00:00,0,0,0,1.7
2023-04-26 22:10:00,0,0,0,1.6
2023-04-26 22:20:00,0,0,0,1.8
2023-04-26 22:30:00,0,0,0,2.1
2023-04-26 22:40:00,0,0,0,2.7
2023-04-26 22:50:00,0,0,0,2.8
2023-04-26 23:00:00,0,0,0,2.9
2023-04-26 23:10:00,81,81,0,3.5
2023-04-26 23:20:00,81,81,36.4,4.4
2023-04-26 23:30:00,181,181,93.3,4.9
2023-04-26 23:40:00,181,181,93.4,4.8
2023-04-26 23:50:00,181,181,174.4,5.4
2023-04-27 00:00:00,328,328,289.6,6.3
2023-04-27 00:10:00,328,328,318.2,5.9
2023-04-27 00:20:00,328,328,257.3,5.6
2023-04-27 00:30:00,328,328,228.6,5.7
2023-04-27 00:40:00,328,328,194.2,5.7
2023-04-27 00:50:00,328,328,234.7,6.1
2023-04-27 01:00:00,328,328,307.2,6.4
2023-04-27 01:10:00,535,535,420.6,7
2023-04-27 01:20:00,535,535,509.9,7.4
2023-04-27 01:30:00,810,810,594.5,7.6
2023-04-27 01:40:00,810,810,570.4,7.6
2023-04-27 01:50:00,810,810,532.7,7.8
2023-04-27 02:00:00,810,810,776.4,8.4
2023-04-27 02:10:00,1145,1145,1116.6,9
2023-04-27 02:20:00,810,810,926,8.1
2023-04-27 02:30:00,535,535,572.1,7.4
2023-04-27 02:40:00,535,535,473.4,7.1
2023-04-27 02:50:00,535,535,485.4,7.1
