PCTimeStamp,OEM Power 2MW (kW),OEM Power 1.8MW (kW),Average of Power,Average of WindSpeed
2023-01-01 00:00:00,1145,1145,1398.6,9.2
2023-01-01 00:10:00,1145,1145,1352.9,9.2
2023-01-01 00:20:00,1145,1145,1246.6,9
2023-01-01 00:30:00,810,810,911.7,7.8
2023-01-01 00:40:00,535,535,696.8,7.3
2023-01-01 00:50:00,535,535,641,7
2023-01-01 01:00:00,535,535,522.3,6.7
2023-01-01 01:10:00,328,328,413.9,6.4
2023-01-01 01:20:00,535,535,438.7,7
2023-01-01 01:30:00,535,535,419.6,6.9
2023-01-01 01:40:00,810,810,648.2,7.6
2023-01-01 01:50:00,810,810,727.7,7.9
2023-01-01 02:00:00,810,810,742.4,8
2023-01-01 02:10:00,1145,1145,884.1,8.5
2023-01-01 02:20:00,1145,1145,1027.5,8.9
2023-01-01 02:30:00,1145,1145,997.3,8.8
2023-01-01 02:40:00,1145,1145,1019.7,8.6
2023-01-01 02:50:00,1145,1145,1148.4,9
2023-01-01 03:00:00,1501,1492,1453.5,9.8
2023-01-01 03:10:00,1145,1145,1220.7,9.3
2023-01-01 03:20:00,1501,1492,1362.4,9.8
2023-01-01 03:30:00,1501,1492,1535.6,10.1
2023-01-01 03:40:00,1501,1492,1542.5,10.1
2023-01-01 03:50:00,1806,1724,1706.2,10.7
2023-01-01 04:00:00,1806,1724,1830.7,11.2
2023-01-01 04:10:00,1806,1724,1772.5,10.9
2023-01-01 04:20:00,1501,1492,1623.1,10.4
2023-01-01 04:30:00,1960,1791,1912.9,11.7
2023-01-01 04:40:00,1996,1799,2000.2,12.9
2023-01-01 04:50:00,2000,1800,2000.2,13.7
2023-01-01 05:00:00,1996,1799,1992.5,12.7
2023-01-01 05:10:00,1996,1799,1999.5,13.3
2023-01-01 05:20:00,1996,1799,1997.6,13.3
2023-01-01 05:30:00,1996,1799,1999.8,13.3
2023-01-01 05:40:00,1996,1799,1995.8,12.9
2023-01-01 05:50:00,2000,1800,2000.2,14.2
2023-01-01 06:00:00,1996,1799,2000.2,13.3
2023-01-01 06:10:00,2000,1800,2000,15.7
2023-01-01 06:20:00,2000,1800,2000.4,16.5
2023-01-01 06:30:00,2000,1800,2000.3,18.1
2023-01-01 06:40:00,2000,1800,2000.3,18.1
2023-01-01 06:50:00,2000,1800,2000.2,17.9
2023-01-01 07:00:00,2000,1800,2000.2,19.9
2023-01-01 07:10:00,2000,1800,2000.3,20.8
2023-01-01 07:20:00,2000,1800,2000.3,20.5
2023-01-01 07:30:00,2000,1800,2000.3,19.8
2023-01-01 07:40:00,2000,1800,2000.4,20.2
2023-01-01 07:50:00,2000,1800,2000.3,19.8
2023-01-01 08:00:00,2000,1800,2000.4,17.5
2023-01-01 08:10:00,2000,1800,1999.6,18.6
2023-01-01 08:20:00,2000,1800,2000.4,18.3
2023-01-01 08:30:00,2000,1800,2000.2,20.1
2023-01-01 08:40:00,2000,1800,2000.4,17.7
2023-01-01 08:50:00,2000,1800,1992.2,15.7
2023-01-01 09:00:00,2000,1800,2000.7,16
2023-01-01 09:10:00,2000,1800,2000,16.2
2023-01-01 09:20:00,2000,1800,2000.2,17.2
2023-01-01 09:30:00,2000,1800,2000.1,16.2
2023-01-01 09:40:00,2000,1800,2000.1,17.2
2023-01-01 09:50:00,2000,1800,1996.4,16.1
2023-01-01 10:00:00,2000,1800,2000.2,17.8
2023-01-01 10:10:00,2000,1800,1999.9,18.2
2023-01-01 10:20:00,2000,1800,1999.8,16.8
2023-01-01 10:30:00,2000,1800,2000.3,17.3
2023-01-01 10:40:00,2000,1800,2000,18.4
2023-01-01 10:50:00,2000,1800,1999.5,20.4
2023-01-01 11:00:00,2000,1800,1996,21.4
2023-01-01 11:10:00,2000,1800,2000.2,18.8
2023-01-01 11:20:00,2000,1800,2000,20.1
2023-01-01 11:30:00,2000,1800,2000.4,21.1
2023-01-01 11:40:00,2000,1800,2000.2,22
2023-01-01 11:50:00,2000,1800,1999.5,23.8
2023-01-01 12:00:00,2000,1800,2000.2,21.5
2023-01-01 12:10:00,2000,1800,2000.5,20.3
2023-01-01 12:20:00,2000,1800,2000.3,23.2
2023-01-01 12:30:00,2000,1800,2000.3,22.8
2023-01-01 12:40:00,2000,1800,1999.8,23.8
2023-01-01 12:50:00,2000,1800,2000.4,23.7
2023-01-01 13:00:00,2000,1800,2000.4,22
2023-01-01 13:10:00,2000,1800,2000.5,21.4
2023-01-01 13:20:00,2000,1800,2000.2,21.1
2023-01-01 13:30:00,2000,1800,1999.1,19.9
2023-01-01 13:40:00,2000,1800,1999.6,20
2023-01-01 13:50:00,2000,1800,2000.1,20.7
2023-01-01 14:00:00,2000,1800,2000.2,19.6
2023-01-01 14:10:00,2000,1800,2000,21.1
2023-01-01 14:20:00,2000,1800,2000.1,20.9
2023-01-01 14:30:00,2000,1800,2000.4,20.9
2023-01-01 14:40:00,2000,1800,1998.8,21.4
2023-01-01 14:50:00,2000,1800,1999.9,20.4
2023-01-01 15:00:00,2000,1800,2000,20.8
2023-01-01 15:10:00,2000,1800,2000.4,20.6
2023-01-01 15:20:00,2000,1800,1999.5,19.1
2023-01-01 15:30:00,2000,1800,1996.3,20
2023-01-01 15:40:00,2000,1800,1997.7,18.1
2023-01-01 15:50:00,2000,1800,1996.1,15.2
2023-01-01 16:00:00,1806,1724,1810.5,11.3
2023-01-01 16:10:00,1501,1492,1438.3,9.9
2023-01-01 16:20:00,1960,1791,1825.1,12.3
2023-01-01 16:30:00,2000,1800,1957.6,13.5
2023-01-01 16:40:00,1960,1791,1849.4,12.4
2023-01-01 16:50:00,1996,1799,1840.8,12.9
2023-01-01 17:00:00,1145,1145,1167.8,8.7
2023-01-01 17:10:00,1145,1145,1255.7,9.2
2023-01-01 17:20:00,535,535,451.2,6.8
2023-01-01 17:30:00,328,328,385.2,6.4
2023-01-01 17:40:00,535,535,428.6,6.6
2023-01-01 17:50:00,328,328,392.2,6.4
2023-01-01 18:00:00,328,328,405.5,6.3
2023-01-01 18:10:00,1806,1724,1648.1,10.6
2023-01-01 18:20:00,1501,1492,1401,9.7
2023-01-01 18:30:00,1501,1492,1523.8,10.2
2023-01-01 18:40:00,1806,1724,1773.8,11.1
2023-01-01 18:50:00,1806,1724,1606.9,10.6
2023-01-01 19:00:00,1960,1791,1935.4,12.4
2023-01-01 19:10:00,1960,1791,1860,12
2023-01-01 19:20:00,2000,1800,1993.5,13.5
2023-01-01 19:30:00,1960,1791,1948.9,12.1
2023-01-01 19:40:00,1960,1791,1912.9,11.8
2023-01-01 19:50:00,1806,1724,1670.4,10.7
2023-01-01 20:00:00,1806,1724,1801.5,11.2
2023-01-01 20:10:00,1806,1724,1720.6,11.1
2023-01-01 20:20:00,1501,1492,1551.8,10.1
2023-01-01 20:30:00,1806,1724,1770.5,11.1
2023-01-01 20:40:00,1145,1145,1249,9
2023-01-01 20:50:00,810,810,770.7,7.7
2023-01-01 21:00:00,535,535,469.3,6.6
2023-01-01 21:10:00,810,810,712.1,7.5
2023-01-01 21:20:00,535,535,702.9,7.4
2023-01-01 21:30:00,810,810,918.3,8.2
2023-01-01 21:40:00,810,810,693.4,7.8
2023-01-01 21:50:00,1145,1145,1219,9.3
2023-01-01 22:00:00,535,535,690.6,7.4
2023-01-01 22:10:00,328,328,400.1,6.4
2023-01-01 22:20:00,328,328,280.5,5.7
2023-01-01 22:30:00,328,328,424.5,6.4
2023-01-01 22:40:00,810,810,762.2,7.5
2023-01-01 22:50:00,535,535,534.3,6.9
2023-01-01 23:00:00,181,181,121.6,4.5
2023-01-01 23:10:00,81,81,14.8,4
2023-01-01 23:20:00,181,181,75.1,4.5
2023-01-01 23:30:00,181,181,179.1,5
2023-01-01 23:40:00,328,328,277.6,6
2023-01-01 23:50:00,535,535,452.3,6.9
2023-01-02 00:00:00,535,535,349.6,6.5
2023-01-02 00:10:00,535,535,384.8,6.6
2023-01-02 00:20:00,535,535,399.9,6.8
2023-01-02 00:30:00,535,535,491.1,7.1
2023-01-02 00:40:00,810,810,752.1,7.7
2023-01-02 00:50:00,810,810,847.3,8
2023-01-02 01:00:00,1145,1145,1095.7,8.9
2023-01-02 01:10:00,810,810,762.9,7.7
2023-01-02 01:20:00,1145,1145,970.9,8.5
2023-01-02 01:30:00,1501,1492,1376.7,9.8
2023-01-02 01:40:00,1145,1145,1065.8,8.9
2023-01-02 01:50:00,535,535,575.7,7
2023-01-02 02:00:00,810,810,746,7.7
2023-01-02 02:10:00,535,535,484.5,6.7
2023-01-02 02:20:00,328,328,362.9,6
2023-01-02 02:30:00,328,328,303.3,5.5
2023-01-02 02:40:00,535,535,445.6,7
2023-01-02 02:50:00,535,535,544.2,7.3
2023-01-02 03:00:00,810,810,626,7.6
2023-01-02 03:10:00,810,810,662.4,7.9
2023-01-02 03:20:00,810,810,762.4,8.1
2023-01-02 03:30:00,810,810,797.2,8.1
2023-01-02 03:40:00,810,810,902.7,8.4
2023-01-02 03:50:00,1501,1492,1261.7,9.5
2023-01-02 04:00:00,1501,1492,1493.7,10.2
2023-01-02 04:10:00,1501,1492,1419.4,9.6
2023-01-02 04:20:00,1806,1724,1838.2,11.4
2023-01-02 04:30:00,1960,1791,1981.5,12
2023-01-02 04:40:00,1996,1799,1998.4,12.9
2023-01-02 04:50:00,1996,1799,1991.8,13.1
2023-01-02 05:00:00,2000,1800,1993.1,13.5
2023-01-02 05:10:00,1996,1799,1999,13.3
2023-01-02 05:20:00,2000,1800,1999.6,14.2
2023-01-02 05:30:00,2000,1800,2000,13.5
2023-01-02 05:40:00,1996,1799,1989.8,12.5
2023-01-02 05:50:00,1996,1799,1991.3,12.5
2023-01-02 06:00:00,1996,1799,2000.2,12.7
2023-01-02 06:10:00,1996,1799,1996.7,12.6
2023-01-02 06:20:00,1996,1799,1990,12.7
2023-01-02 06:30:00,1960,1791,1983.1,12.4
2023-01-02 06:40:00,1960,1791,1987.8,12.3
2023-01-02 06:50:00,1960,1791,1946.7,11.7
2023-01-02 07:00:00,1960,1791,1972.2,11.8
2023-01-02 07:10:00,1806,1724,1897.1,11
2023-01-02 07:20:00,1806,1724,1894.8,10.7
2023-01-02 07:30:00,1960,1791,1988.3,12.1
2023-01-02 07:40:00,1996,1799,1994.5,12.5
2023-01-02 07:50:00,1996,1799,1984.2,12.9
2023-01-02 08:00:00,1960,1791,1958.5,12
2023-01-02 08:10:00,1960,1791,1915.6,11.6
2023-01-02 08:20:00,1960,1791,1990.3,12.3
2023-01-02 08:30:00,1960,1791,1905.5,11.5
2023-01-02 08:40:00,1960,1791,1929.9,11.7
2023-01-02 08:50:00,1806,1724,1857.7,11.2
2023-01-02 09:00:00,1806,1724,1721.1,10.8
2023-01-02 09:10:00,1806,1724,1892,11.3
2023-01-02 09:20:00,1806,1724,1893.7,11.3
2023-01-02 09:30:00,1960,1791,1979.2,12.3
2023-01-02 09:40:00,1960,1791,1944.7,11.9
2023-01-02 09:50:00,1960,1791,1981,12.1
2023-01-02 10:00:00,1806,1724,1821.1,11.2
2023-01-02 10:10:00,1806,1724,1749,10.8
2023-01-02 10:20:00,1960,1791,1900.9,11.5
2023-01-02 10:30:00,1960,1791,1985,12.3
2023-01-02 10:40:00,1806,1724,1966.9,11.4
2023-01-02 10:50:00,1806,1724,1678.2,10.5
2023-01-02 11:00:00,1960,1791,1890.2,11.6
2023-01-02 11:10:00,1960,1791,1979.2,11.7
2023-01-02 11:20:00,1960,1791,1989.8,12.2
2023-01-02 11:30:00,1806,1724,1720.9,10.8
2023-01-02 11:40:00,1806,1724,1773.5,10.6
2023-01-02 11:50:00,1960,1791,1956.8,11.5
2023-01-02 12:00:00,1806,1724,1835.4,11.1
2023-01-02 12:10:00,1960,1791,1992.6,12.1
2023-01-02 12:20:00,1960,1791,1973.8,11.8
2023-01-02 12:30:00,1960,1791,1948.2,11.5
2023-01-02 12:40:00,1960,1791,1950,11.6
2023-01-02 12:50:00,1806,1724,1808.3,10.9
2023-01-02 13:00:00,1806,1724,1768.6,10.5
2023-01-02 13:10:00,1501,1492,1595.6,9.7
2023-01-02 13:20:00,1501,1492,1743.6,10.2
2023-01-02 13:30:00,1501,1492,1734.5,10.3
2023-01-02 13:40:00,1501,1492,1648.9,10.1
2023-01-02 13:50:00,1501,1492,1617.9,10.4
2023-01-02 14:00:00,1806,1724,1586.2,10.5
2023-01-02 14:10:00,1501,1492,1463.1,10.2
2023-01-02 14:20:00,1501,1492,1278.6,9.7
2023-01-02 14:30:00,1501,1492,1385.6,10
2023-01-02 14:40:00,1806,1724,1556.7,10.7
2023-01-02 14:50:00,1960,1791,1915.2,12
2023-01-02 15:00:00,2000,1800,2000.2,13.7
2023-01-02 15:10:00,1996,1799,1991.9,12.8
2023-01-02 15:20:00,2000,1800,1999.6,13.5
2023-01-02 15:30:00,1996,1799,1995.5,13.4
2023-01-02 15:40:00,2000,1800,1999.6,14.1
2023-01-02 15:50:00,1996,1799,1998.7,13.3
2023-01-02 16:00:00,2000,1800,2000.3,14.8
2023-01-02 16:10:00,2000,1800,2000.2,15.2
2023-01-02 16:20:00,2000,1800,2000.3,15.3
2023-01-02 16:30:00,2000,1800,2000.3,14.6
2023-01-02 16:40:00,2000,1800,2000.2,14.6
2023-01-02 16:50:00,2000,1800,2000.2,14
2023-01-02 17:00:00,2000,1800,2000.2,14.4
2023-01-02 17:10:00,2000,1800,1997,13.9
2023-01-02 17:20:00,2000,1800,1999.3,13.6
2023-01-02 17:30:00,1996,1799,1973.9,12.9
2023-01-02 17:40:00,1996,1799,1976.8,12.6
2023-01-02 17:50:00,1960,1791,1948.5,12.4
2023-01-02 18:00:00,1960,1791,1930.9,12.1
2023-01-02 18:10:00,1960,1791,1952.5,12.1
2023-01-02 18:20:00,1996,1799,1984.7,12.9
2023-01-02 18:30:00,1996,1799,1996.7,13.1
2023-01-02 18:40:00,1996,1799,1990.5,13.2
2023-01-02 18:50:00,1996,1799,1976.4,13
2023-01-02 19:00:00,2000,1800,1998.2,13.6
2023-01-02 19:10:00,2000,1800,1981.6,13.6
2023-01-02 19:20:00,2000,1800,2000.3,14.5
2023-01-02 19:30:00,2000,1800,1999.6,13.6
2023-01-02 19:40:00,2000,1800,1997.6,13.6
2023-01-02 19:50:00,2000,1800,2000.1,13.9
2023-01-02 20:00:00,2000,1800,1996.2,13.5
2023-01-02 20:10:00,2000,1800,1999.9,14.6
2023-01-02 20:20:00,2000,1800,1999.3,13.8
2023-01-02 20:30:00,2000,1800,1999.9,14.2
2023-01-02 20:40:00,2000,1800,2000.2,13.9
2023-01-02 20:50:00,2000,1800,1999.2,14.2
2023-01-02 21:00:00,1996,1799,1991.4,13.2
2023-01-02 21:10:00,1996,1799,1991.1,13.2
2023-01-02 21:20:00,1996,1799,1988.6,13
2023-01-02 21:30:00,1996,1799,1995.8,13.4
2023-01-02 21:40:00,2000,1800,1998.7,13.7
2023-01-02 21:50:00,2000,1800,2000.2,14.4
2023-01-02 22:00:00,2000,1800,2000.2,13.9
2023-01-02 22:10:00,2000,1800,1999.8,13.8
2023-01-02 22:20:00,2000,1800,1999.6,14.8
2023-01-02 22:30:00,2000,1800,2000.3,14.7
2023-01-02 22:40:00,2000,1800,1999.8,14.1
2023-01-02 22:50:00,2000,1800,1999.9,13.8
2023-01-02 23:00:00,2000,1800,1999.1,14.4
2023-01-02 23:10:00,2000,1800,2000.2,14.2
2023-01-02 23:20:00,2000,1800,2000.2,14.2
2023-01-02 23:30:00,2000,1800,1999.4,13.8
2023-01-02 23:40:00,2000,1800,2000.3,14.1
2023-01-02 23:50:00,2000,1800,1999.4,14.1
2023-01-03 00:00:00,2000,1800,1998.9,14.3
2023-01-03 00:10:00,2000,1800,1991.8,14.1
2023-01-03 00:20:00,2000,1800,2000.1,14.1
2023-01-03 00:30:00,2000,1800,1999,13.9
2023-01-03 00:40:00,2000,1800,2000.1,13.7
2023-01-03 00:50:00,2000,1800,1998.9,13.7
2023-01-03 01:00:00,1996,1799,1991.3,12.9
2023-01-03 01:10:00,1996,1799,1965.8,12.8
2023-01-03 01:20:00,1960,1791,1922.8,12.1
2023-01-03 01:30:00,1960,1791,1882.4,11.7
2023-01-03 01:40:00,1996,1799,1964.6,12.7
2023-01-03 01:50:00,1960,1791,1935.1,12.2
2023-01-03 02:00:00,1996,1799,1965.4,12.5
2023-01-03 02:10:00,1960,1791,1968.6,12.3
2023-01-03 02:20:00,1996,1799,1982.9,12.5
2023-01-03 02:30:00,1996,1799,1993.8,13.3
2023-01-03 02:40:00,2000,1800,1998.8,13.9
2023-01-03 02:50:00,1996,1799,1968.5,13
2023-01-03 03:00:00,1996,1799,1995.4,13.2
2023-01-03 03:10:00,2000,1800,1999.8,13.9
2023-01-03 03:20:00,2000,1800,1996.3,13.5
2023-01-03 03:30:00,1960,1791,1952.2,12.2
2023-01-03 03:40:00,1996,1799,1992.5,13
2023-01-03 03:50:00,2000,1800,1999.9,14
2023-01-03 04:00:00,2000,1800,2000.3,14.2
2023-01-03 04:10:00,2000,1800,2000.2,14
2023-01-03 04:20:00,2000,1800,1999.8,13.6
2023-01-03 04:30:00,1996,1799,1981.5,13
2023-01-03 04:40:00,1996,1799,1997,13.4
2023-01-03 04:50:00,1996,1799,1993.7,13.4
2023-01-03 05:00:00,1996,1799,1946.8,12.5
2023-01-03 05:10:00,1996,1799,1968.7,12.8
2023-01-03 05:20:00,1996,1799,1985.8,12.6
2023-01-03 05:30:00,1960,1791,1927.8,12.4
2023-01-03 05:40:00,1996,1799,1955.3,12.5
2023-01-03 05:50:00,1960,1791,1976,12.4
2023-01-03 06:00:00,1996,1799,1957.4,12.5
2023-01-03 06:10:00,1960,1791,1879,11.7
2023-01-03 06:20:00,1960,1791,1832.4,11.8
2023-01-03 06:30:00,1960,1791,1894.5,12.1
2023-01-03 06:40:00,1996,1799,1979,12.7
2023-01-03 06:50:00,1996,1799,1981.9,12.5
2023-01-03 07:00:00,1960,1791,1874.9,11.9
2023-01-03 07:10:00,1960,1791,1903,12.1
2023-01-03 07:20:00,1960,1791,1859.3,11.8
2023-01-03 07:30:00,1806,1724,1721.6,11.2
2023-01-03 07:40:00,1501,1492,1576,10.4
2023-01-03 07:50:00,1806,1724,1624,10.5
2023-01-03 08:00:00,1501,1492,1429.5,9.9
2023-01-03 08:10:00,1501,1492,1432.7,9.8
2023-01-03 08:20:00,1501,1492,1392.6,9.8
2023-01-03 08:30:00,810,810,990,8.4
2023-01-03 08:40:00,810,810,777.9,7.9
2023-01-03 08:50:00,810,810,838.6,8.2
2023-01-03 09:00:00,1145,1145,1030.3,8.9
2023-01-03 09:10:00,810,810,783.6,8.1
2023-01-03 09:20:00,810,810,849.1,8.3
2023-01-03 09:30:00,810,810,830,8.4
2023-01-03 09:40:00,1145,1145,1114.5,9
2023-01-03 09:50:00,1501,1492,1281.7,9.6
2023-01-03 10:00:00,1145,1145,1213.2,9.3
2023-01-03 10:10:00,1501,1492,1341.4,9.6
2023-01-03 10:20:00,1501,1492,1344.3,9.6
2023-01-03 10:30:00,1145,1145,1097.4,8.9
2023-01-03 10:40:00,810,810,885.8,8.2
2023-01-03 10:50:00,535,535,660.2,7.3
2023-01-03 11:00:00,535,535,618,7.2
2023-01-03 11:10:00,810,810,787.2,7.7
2023-01-03 11:20:00,535,535,597.6,7.2
2023-01-03 11:30:00,810,810,704.9,7.5
2023-01-03 11:40:00,328,328,284.8,5.6
2023-01-03 11:50:00,181,181,237.7,5.3
2023-01-03 12:00:00,328,328,354,6.3
2023-01-03 12:10:00,535,535,497.8,6.9
2023-01-03 12:20:00,810,810,719.9,7.6
2023-01-03 12:30:00,535,535,634.8,7.2
2023-01-03 12:40:00,535,535,619.6,7.4
2023-01-03 12:50:00,810,810,740.9,7.7
2023-01-03 13:00:00,535,535,582.1,7.2
2023-01-03 13:10:00,810,810,863.5,8.2
2023-01-03 13:20:00,328,328,420.6,6.4
2023-01-03 13:30:00,810,810,795.7,8.2
2023-01-03 13:40:00,1145,1145,922.6,8.5
2023-01-03 13:50:00,1501,1492,1346,9.9
2023-01-03 14:00:00,1501,1492,1362.3,9.7
2023-01-03 14:10:00,1501,1492,1249.9,9.5
2023-01-03 14:20:00,1145,1145,960.5,8.5
2023-01-03 14:30:00,1145,1145,1227.2,9.4
2023-01-03 14:40:00,1145,1145,1226.1,9.4
2023-01-03 14:50:00,1145,1145,1029.7,8.7
2023-01-03 15:00:00,535,535,586.3,7.1
2023-01-03 15:10:00,535,535,654.1,7.4
2023-01-03 15:20:00,1145,1145,1139.1,9.2
2023-01-03 15:30:00,1145,1145,995.9,8.7
2023-01-03 15:40:00,1145,1145,1140.5,9
2023-01-03 15:50:00,810,810,932.7,8.3
2023-01-03 16:00:00,810,810,950.4,8.1
2023-01-03 16:10:00,535,535,699.7,7.3
2023-01-03 16:20:00,535,535,556.6,6.6
2023-01-03 16:30:00,328,328,357.2,5.9
2023-01-03 16:40:00,328,328,405.8,5.6
2023-01-03 16:50:00,181,181,354.3,5.3
2023-01-03 17:00:00,181,181,279.3,5.4
2023-01-03 17:10:00,328,328,331.4,5.5
2023-01-03 17:20:00,535,535,511.5,6.7
2023-01-03 17:30:00,810,810,730.8,7.6
2023-01-03 17:40:00,810,810,842.3,7.7
2023-01-03 17:50:00,1501,1492,1285,9.8
2023-01-03 18:00:00,1501,1492,1381,9.9
2023-01-03 18:10:00,1501,1492,1273.4,9.5
2023-01-03 18:20:00,1501,1492,1287.6,9.5
2023-01-03 18:30:00,1145,1145,1238.7,9.3
2023-01-03 18:40:00,1501,1492,1569.7,10.4
2023-01-03 18:50:00,1501,1492,1514,10.2
2023-01-03 19:00:00,1501,1492,1551.6,10.4
2023-01-03 19:10:00,1501,1492,1350.2,9.6
2023-01-03 19:20:00,535,535,689.3,7
2023-01-03 19:30:00,810,810,614.6,7.5
2023-01-03 19:40:00,328,328,443.6,6.2
2023-01-03 19:50:00,535,535,692.4,7.2
2023-01-03 20:00:00,535,535,507.6,6.9
2023-01-03 20:10:00,181,181,230.3,5.2
2023-01-03 20:20:00,328,328,275.4,6
2023-01-03 20:30:00,328,328,318.4,6.4
2023-01-03 20:40:00,810,810,666.4,7.7
2023-01-03 20:50:00,810,810,645.9,7.5
2023-01-03 21:00:00,535,535,602.7,7.4
2023-01-03 21:10:00,535,535,473.6,6.9
2023-01-03 21:20:00,535,535,411.4,6.7
2023-01-03 21:30:00,535,535,528.9,7.4
2023-01-03 21:40:00,810,810,605.9,7.7
2023-01-03 21:50:00,810,810,702.1,7.9
2023-01-03 22:00:00,1501,1492,1366.5,9.6
2023-01-03 22:10:00,1145,1145,1187.6,9
2023-01-03 22:20:00,1145,1145,1216.8,9
2023-01-03 22:30:00,1145,1145,1197.6,9
2023-01-03 22:40:00,1501,1492,1414.6,9.7
2023-01-03 22:50:00,1501,1492,1492,10
2023-01-03 23:00:00,1501,1492,1492.3,10.1
2023-01-03 23:10:00,1806,1724,1656,10.6
2023-01-03 23:20:00,1806,1724,1621.6,10.6
2023-01-03 23:30:00,1806,1724,1714.6,10.8
2023-01-03 23:40:00,1501,1492,1496.2,10
2023-01-03 23:50:00,1501,1492,1542.4,10.2
2023-01-04 00:00:00,1806,1724,1704.4,10.6
2023-01-04 00:10:00,1501,1492,1691.4,10.3
2023-01-04 00:20:00,1806,1724,1698.3,10.6
2023-01-04 00:30:00,1501,1492,1571.2,10.4
2023-01-04 00:40:00,1501,1492,1538.6,10.2
2023-01-04 00:50:00,1501,1492,1536.6,10.3
2023-01-04 01:00:00,1806,1724,1658.6,10.6
2023-01-04 01:10:00,1806,1724,1762.6,10.9
2023-01-04 01:20:00,1960,1791,1966.8,12
2023-01-04 01:30:00,1960,1791,1915.4,11.8
2023-01-04 01:40:00,1960,1791,1945,12.1
2023-01-04 01:50:00,1960,1791,1894.9,12.1
2023-01-04 02:00:00,1996,1799,1988.8,13.3
2023-01-04 02:10:00,1960,1791,1897.2,12.1
2023-01-04 02:20:00,1996,1799,1953.3,12.7
2023-01-04 02:30:00,1996,1799,1964.2,13
2023-01-04 02:40:00,1996,1799,1990.3,13
2023-01-04 02:50:00,1996,1799,1996.3,12.9
2023-01-04 03:00:00,1996,1799,1989.9,13
2023-01-04 03:10:00,1960,1791,1951.9,12.3
2023-01-04 03:20:00,1960,1791,1908.8,12
2023-01-04 03:30:00,1960,1791,1877.8,11.6
2023-01-04 03:40:00,1960,1791,1922.2,12.1
2023-01-04 03:50:00,1996,1799,1999.2,13.1
2023-01-04 04:00:00,1996,1799,1997.5,13.3
2023-01-04 04:10:00,2000,1800,2000,14.4
2023-01-04 04:20:00,2000,1800,2000.2,15.1
2023-01-04 04:30:00,2000,1800,2000.3,14.9
2023-01-04 04:40:00,2000,1800,2000.3,15.1
2023-01-04 04:50:00,2000,1800,1997.9,15.5
2023-01-04 05:00:00,1996,1799,1995.5,13.4
2023-01-04 05:10:00,2000,1800,1997.2,14.1
2023-01-04 05:20:00,2000,1800,1998.9,14.7
2023-01-04 05:30:00,2000,1800,1993.4,14.9
2023-01-04 05:40:00,2000,1800,2000,14.6
2023-01-04 05:50:00,2000,1800,2000.4,15.5
2023-01-04 06:00:00,2000,1800,1996.6,13.5
2023-01-04 06:10:00,2000,1800,1999.3,14
2023-01-04 06:20:00,2000,1800,1999.7,14.8
2023-01-04 06:30:00,2000,1800,1994.6,14.1
2023-01-04 06:40:00,2000,1800,2000.4,15.8
2023-01-04 06:50:00,2000,1800,2000.3,15.4
2023-01-04 07:00:00,2000,1800,2000.3,14.7
2023-01-04 07:10:00,2000,1800,2000.3,15.6
2023-01-04 07:20:00,2000,1800,2000.1,15.1
2023-01-04 07:30:00,2000,1800,2000.1,15.5
2023-01-04 07:40:00,2000,1800,2000.3,15.3
2023-01-04 07:50:00,2000,1800,2000.3,15.6
2023-01-04 08:00:00,2000,1800,2000.3,14.7
2023-01-04 08:10:00,2000,1800,2000.2,13.9
2023-01-04 08:20:00,1996,1799,1998.3,13.4
2023-01-04 08:30:00,2000,1800,1998.6,14.2
2023-01-04 08:40:00,2000,1800,1997.7,14.4
2023-01-04 08:50:00,2000,1800,1999.9,14.8
2023-01-04 09:00:00,2000,1800,1998.7,14.5
2023-01-04 09:10:00,2000,1800,1999.6,14.6
2023-01-04 09:20:00,2000,1800,2000.3,15.7
2023-01-04 09:30:00,2000,1800,2000.2,14.1
2023-01-04 09:40:00,2000,1800,1998.1,15.2
2023-01-04 09:50:00,2000,1800,1999.6,15.8
2023-01-04 10:00:00,2000,1800,2000.2,14.6
2023-01-04 10:10:00,2000,1800,2000.3,15.1
2023-01-04 10:20:00,2000,1800,2000.4,15.2
2023-01-04 10:30:00,2000,1800,1999.2,15.6
2023-01-04 10:40:00,2000,1800,2000.3,14.8
2023-01-04 10:50:00,2000,1800,2000.3,16.1
2023-01-04 11:00:00,2000,1800,1980.9,13.5
2023-01-04 11:10:00,2000,1800,1999.3,14.7
2023-01-04 11:20:00,2000,1800,1993,13.8
2023-01-04 11:30:00,2000,1800,1997.4,13.6
2023-01-04 11:40:00,2000,1800,1996.5,14.3
2023-01-04 11:50:00,2000,1800,1992.9,14.1
2023-01-04 12:00:00,2000,1800,1998.1,15.2
2023-01-04 12:10:00,2000,1800,2000.3,14.5
2023-01-04 12:20:00,2000,1800,1998.2,15.8
2023-01-04 12:30:00,2000,1800,1999.8,15.8
2023-01-04 12:40:00,2000,1800,2000.3,16.9
2023-01-04 12:50:00,2000,1800,2000.1,16.1
2023-01-04 13:00:00,2000,1800,2000.4,17.7
2023-01-04 13:10:00,2000,1800,1998.8,17.1
2023-01-04 13:20:00,2000,1800,1996.4,17.9
2023-01-04 13:30:00,2000,1800,2000.2,16.8
2023-01-04 13:40:00,2000,1800,1999.6,16.4
2023-01-04 13:50:00,2000,1800,2000.4,16
